No,Text,location,status
217,"@realDonaldTrump You do realize they have done this for like every president, right?  If you can't stand the heat, get out of the kitchen","Madison, WI",pos
218,@runswithwaves @BrettaApplebaum @realDonaldTrump. He didn't have any foreign dignitaries to screw up foreign policy with. Slow night.,"Norman, OK",pos
219,"So sad. @realDonaldTrump is a con artist. He's the best con artist, a yuuuuuuge and tremendous con artist. Bend ove… https://t.co/xivt7B47vF",Oregon,pos
220,RT @jeng77: @realDonaldTrump instead of going on a victory tour maybe you should put some work into figuring out how to be president,"Ak Bulak, Krgyszstan",neu
221,"RT @GovMattBevin: The more I get to know @realDonaldTrump, the more I respect him. KY's strong support for Trump will pay dividends https:/…",The PROK (Kalifornia),pos
222,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",Arkansas,pos
223,RT @MyCountryDreams: @realDonaldTrump sorry SNL was mean respond with #upyourbutt,Nasty Nati ,neg
224,@realDonaldTrump watches #SNL every week &amp; complains every week...think he really just wants to b on show again? https://t.co/byFdMRDzQJ,"Newark, NJ",neg
225,"@MarkDice @realDonaldTrump 
Let him watch what he feels like Mark - Donald's been debating liberals for past 18 months. Man needs a break!",Southern California ,pos
226,RT @elaineylacy: @realDonaldTrump Alex needs to win an oscar! He so rocks &amp; nails DT. Love it! @ines411 @abel_whyte https://t.co/qzdOA7tEns,United States,pos
227,"@realDonaldTrump just tried believing you could handle being president- totally unwatchable. SAD 

#SNL","Washington, DC",neg
228,@realDonaldTrump Man that baldin guy what a BABAY!!!!!!. Totaly unbiased and unfair. Totaly not professional,"Geelong, Victoria",neg
229,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Sydney, (Annandale) Australia",pos
230,"RT @JustMeinMI: @realDonaldTrump has two years of undergrad, no degree. Does this make him the least educated president in history? 😦 
#Los…",JoCo NC,neg
231,RT @DineshDSouza: I'm glad @realDonaldTrump is appointing rich guys who don't need to make money off their govt posts--like some othe… ,"Los Angeles, CA",pos
232,"RT @OaktownBearFan: @realDonaldTrump For God's sake, get over yourself. @AlecBaldwin impression is dead on...and he'd make a better preside…",East Bay San Francisco,neu
233,".. The Truth Hurts, huh ?!?!@realDonaldTrump !!! lmao #SNL Forever!!!! ❤️❤️❤️","Chico, California",pos
234,@realDonaldTrump SNL is awesomesauce,So Cal,neu
235,RT @billyeichner: .@realDonaldTrump do u watch my shows,I was just leaving.,neu
236,@kbeninato @realDonaldTrump he's right - him tweeting during intelligence briefings is unrealistic - everyone knows he doesn't have them!,"Melbourne, Australia",pos
237,@jonrosenberg @realDonaldTrump  have a cousin who works on transition and Scott Baio for Labor Secretary,"Seattle, WA",neu
238,@davelozo @realDonaldTrump Lozo just trawling for trolls like.. https://t.co/7afS737GNW,North of 49,neu
239,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Green Bay, WI",pos
240,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",HM,pos
241,"@ParkerMolloy @realDonaldTrump ??
8 years , we hope !",gold country Ca.,pos
242,"@realDonaldTrump got 1 word right, sad. He's a really effin sad man! Wisdom is light w/this one. Go to bed!… https://t.co/wesAxT49io",Honolulu ,neg
243,@davidsirota @realDonaldTrump  Here's a pic of David's backyard https://t.co/JkAGiQxALU,"McKinney, TX",neu
244,RT @MichaelCohen212: I stand with #PEOTUS @realDonaldTrump and his commitment to #MakeAmericaGreatAgain. RT if you stand with him as wel… ,Rocky Mountain hey!,pos
245,"@realDonaldTrump says the same thing about SNL every week, it's unfunny and biased, yet he keeps watching #SNL","Washington, DC",neg
246,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Boston, MA",pos
247,@KaivanShroff B/c @realDonaldTrump is a loser with a fragile ego and needs validation &amp; adulation of public. He lost pop. vote by over 2.5M,Antarctica,neg
248,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Oswego, NY",pos
249,@realDonaldTrump @StephenBannon Word of advice guys. Keep DNI in the family. Jesuits/Vatican/Devil will b after it at all costs.,Traveling...,neg
250,"RT @MarkWaid: .@realDonaldTrump First, you're the expert on viciously firing. Second, I presume you don't have any stock in Rexnord like yo…",Erf:LFK,neg
251,"RT @Only4RM: Still no time for those intel briefings though, right? @realdonaldtrump",Northern NJ,neg
252,"ICYMI: 😂 @realDonaldTrump Hates Double Chin Pics, Internet Decides To Help (Photos) https://t.co/IIxnylTq3w https://t.co/NR0SJxKdkN","Burbank, CA",neg
253,Rt if u love to pick fights on famous peoples accounts @realDonaldTrump lol,"Delmar, NY",pos
254,@TherealMathew @jonrosenberg @realDonaldTrump Sesame Street isn't a cartoon lmao,"Pittsburgh, PA",neg
255,"RT @ibejac: @EricKleefeld @TheCWSupergirl @KellyannePolls @realDonaldTrump Hey, at least trump recognizes he's a world class villain and dr…","West Hollywood, CA",neg
256,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Buffalo, NY",pos
257,RT @CathieMarie2014: @realDonaldTrump Most AMERICANS DONT Watch That trash. WE are aware. It's all good. Let's just #MAGA 🇺🇸👍🏻🇺🇸👍🏻,California,pos
258,"@realDonaldTrump if u hate him
WHY R U on here? U do NO good.U feed the fire 2 ignorance&amp;hate! U say he is a hater? Look@urselves!HaveFaith!","Love Lust Faith + Dreams, Ohio",neg
259,RT @John72115John: @mrp @dnmbella @realDonaldTrump Shows how weak minded he is! Letting a comedy show rattle that pea brain of his 😅😅👊✊👍! G…,"Pittsburgh, PA USA",neg
260,"RT @NickTerminator: @realDonaldTrump SNL has been making fun of politicians for over 25 years. You aren't a politician or president, but ge…",Little Rock,pos
261,"RT @nfbrennan: @realDonaldTrump you truly can't see the irony of them making fun of you for...tweeting, and then...tweeting about it..",Bangkok,pos
262,@realDonaldTrump Maybe you can go watch Alex Jones rant about the fish people. I know that cracks me up,"Irvine, CA",neg
263,@realDonaldTrump The script was so biased that it wasn't funny. But I stopped watching them YEARS ago.,"Minneapolis, MN",neg
264,RT @HouseCracka: You still cannot drink the water in Flint. Great waste of money Michigan! Who is forcing Michigan to pay for this n… ,"Charlotte, NC",neg
265,"RT @jenstatsky: Cool how @realDonaldTrump wouldn't shut the fuck up about Dems saying ""radical Islam"" and now won't say ""radical white supr…","Chicago, IL",pos
266,"@realDonaldTrump TrumpleThinSkin, turn off the TV and get the help to read you a book...the Constitution...anything?","Chicago, Illinois",pos
267,@realDonaldTrump We ❤️ you,"Venomous Love, USA",neu
268,@comrade_taco @realDonaldTrump for the third week in a row,"Seattle, WA",neu
269,"RT @Vinquisition: Class, all the way around.  https://t.co/EB31Ed492W","Walnut Creek, CA, USA",neg
270,@realDonaldTrump @ABFalecbaldwin Hey Donald I found your little pecker ;-) https://t.co/7ppRkBaYN1,Californa & Florida,pos
271,RT @TurboGrandma: .@realDonaldTrump Congratulations on your self-acceptance! https://t.co/j9dM0Qp8rv,New Jersey ,pos
272,"@realDonaldTrump WAH!
One might think I'd have Pwesidential Mattoos to attend to but I'm so unpresidential that I'm baited by Awec Bawdwin!!","New York, USA",neu
273,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Brooklyn, NY",pos
274,"RT @brunelldonald: Midnight prayers 4 the sick + shut in, homeless, unemployed, domestic violence victims, PE @realDonaldTrump + VPE… ","Orlando, FL",neg
275,"@BrendaBeckworth @FoxNews @realDonaldTrump yeah... i guess, d mask of Hillary has been unmasked. glad to have @realDonaldTrump as president.",India,pos
276,Merry Christmas to one and all and yes it is going to be a very special Christmas Thanks to @realDonaldTrump God Bl… https://t.co/F9K2OGZG50,ND,pos
277,I would follow you into battle anytime. https://t.co/0semQ3BtFk,Florida vero beach,neg
278,@realDonaldTrump you're just mad that it was extremely accurate you stupid nonce,California,neg
279,"@realDonaldTrump Be Sure and tell the Owner of Rexnord, to Go and Live in Mexico, with The Rest of 'The Mexican Mouse People.'","U.S. Army Corp, Ins Engineer Sudore",pos
280,@realDonaldTrump are you mentally retarded?,"Bend, Oregon",neg
281,@realDonaldTrump shouldn't you think about adulthood soon? https://t.co/21wqn27HSA,St. Louis,neu
282,"RT @jakefarnsworth: 1,825,768, thats how many votes @HillaryClinton beat @realDonaldTrump by in popular vote. &amp; still counting @HRC #DumpTr…","Mobile, AL",pos
283,@comrade_taco @realDonaldTrump for the third week in a row,"Seattle, WA",neu
284,"Judge Jeanine Pirro Opening Statement Today 12/03/16 , Trump vs Obama @FoxNews @realDonaldTrump @BarackObama @POTUS  https://t.co/tndv0wKrky","Washington, USA",neg
285,RT @MarkDice: @realDonaldTrump Don't waste your time on those clowns Donald!  Watch my YouTube channel where I interview liberals.  Much mo…,United States,pos
286,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",Nebraska,pos
287,"@brianstelter, why no one DEMANDING from conman @realDonaldTrump &amp; @IvankaTrump to bring back to the U.S their factories from abroad?",NYC,neu
288,@realDonaldTrump @EWDolan laughing my ass off!  Be presidential not a bitch!,"Houston, Texas",neg
289,".@realDonaldTrump instead of watching #SNL, don't you have another world leader to call that can anger other nations?",Cincinnati/Chicago,neg
290,@realDonaldTrump grow up &amp; quit having tantrums. You're a pathetic excuse for a president elect. 🙄,"Louisville, KY",neg
291,@realDonaldTrump LOSER. Maybe you should quit watching because every tweet of yours just adds to next week's SNL script!!,"Washington, DC",neg
292,"How about a small business owners group there too, where most of the new jobs will come from &amp; where regs hit the h… https://t.co/sR30Gx1plQ",Detroit,neg
293,And that's why he won the election. https://t.co/o0GQrmHGUW,The Great State of Confusion,neg
294,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!,Otepoti,neg
295,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",Los Angeles,pos
296,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…","Detroit, Michigan",pos
297,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Nashville, Tennessee",pos
298,@ikebarinholtz @realDonaldTrump What is it about actors and comedians that make them want to embarrass themselves on social media?,"Austin, TX",pos
299,"@realDonaldTrump 
You have NO CLASS! ""Fat Pig!""
(your words)
#alecbaldwin Nails your idiocy perfectly! #SNL ""is a b… https://t.co/VXU10ODknU",Missouri,pos
300,@realDonaldTrump if you spoke out about hate crimes done in your name more than SNL maybe more Americans wouldn't think you're a bigot,"Seoul, Republic of Korea",neg
301,"~@realDonaldTrump what the hell are you? Four years old? Seriously dude - grow the hell up, go to your damn briefings like an adult.",Chicago ➡️ Oakland,neg
302,RT @_CillaW: Hahahahaha this is amazing. Yesssss https://t.co/CMeYlnlgqU,Oregon,neg
303,@realDonaldTrump You ain't seen nothing yet...,Planet Mars,neu
304,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!,"Oswego, NY",neg
305,@realDonaldTrump I gave up on SLN years ago.  They're a bunch of profane leftists. And it's not very funny or entertaining.,California U.S.A.,pos
306,@Mentalist @realDonaldTrump And yet you still have to address him as Mr President...stings a little doesn't it??! 😂😂😂,SE Florida ,neu
307,RT @56chichi56: @realDonaldTrump DID THE LITTLE BABY GET HIS FEELINGS HURT? 😂😂😂😂😂😂,Little Rock,neg
308,"@realDonaldTrump You know you're just making it funnier, right?","Seattle, WA",pos
309,Pure fire on @RealDonaldTrump and I love (almost) every second of it. RESIST. https://t.co/5QeYwSWpRv,"Santa Monica, CA",pos
310,RT @ColMorrisDavis: Between @realDonaldTrump &amp; his picks they will have done most all of the things they made up about @HillaryClinton.  ht…,"Atlanta, GA",neu
311,"@Andy_Dont_Tweet @realDonaldTrump I watch it now too, like I watch accidents as I pass them.",Stamford Ct.,pos
312,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",TJ en mi ❤️,pos
313,@PoznanInMyPants @realDonaldTrump Wait till they portray him as a pumpkin pie! 😂,Hoover Alabama,neu
314,"RT @MAGA_1958: @realDonaldTrump If you live in Louisiana, please vote for John Kennedy for Senate next Saturday. We must not let the Democr…","Bloomington, Indiana",pos
315,RT @JustSayn2000: How Barry will spend his Saturday nights after Donald Trump's Inauguration. https://t.co/17l1zOqRcl,a wondering Catholic Jew,neu
316,"@realDonaldTrump Baldwin's impersonation is great, but SNL has been unwatchable and unfunny since '95. Time to be Cancelled. No 1 cares #SNL",United States,pos
317,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…","Clay Center, KS",pos
318,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",philadelphia ,pos
319,@603Decline @laurieinseattle @realDonaldTrump @SarahPalinUSA It is generally hard for politicians to teach entrepreneurs business &amp; economy.,"Seattle, WA",neg
320,"@realDonaldTrump If SNL hurt your feelings, China is going to crush your soul.",Twenty minutes in the future.,neg
321,@JosWANTSTRUMP @cafedotcom @realDonaldTrump Guess you forgot Trump loves the uneducated. He wasn't talking about my group; it was yours 😁,#TrumpIsTrash,pos
322,@realdonaldtrump you really don't have anything better to do? Just start preparing for your impeachment proceedings. It will be hilarious.,pittsburgh,pos
323,I thought @realDonaldTrump deleted his twitter account when HRC told him to https://t.co/pMs9hT4Igm,the ATL GA SC,neu
324,POTUS-elect @realDonaldTrump Yesteryear America was ALWAYS GREAT...THEN CAME THE INCOME TAX; IT MUST GO! https://t.co/UPuSEOEIqi,"Arlington, TX",neu
325,"@Crissypoo492 @realDonaldTrump ""Quit watching SNL"" is sound advice for anyone.  The show fucking blows lately.","Pittsburgh, Pa.",neu
326,RT @NaughtyTyler: @babycats29 @realDonaldTrump @OliveriDebra @1401bonniek 🐷🐷😂😂I'm gonna keep on posting his doubled chin cuz he hates it! M…,"SUN Diego, CALI",neg
327,RT @davelozo: .@realDonaldTrump also you are mad I voted seven times for Hillary Clinton,Up Joe Mauer's Ass,neg
328,RT @ProgressOutlook: @realDonaldTrump I put more effort into ordering from McDonald's than you put into learning how to be the leader of th…,"Tacoma, WA",neu
329,@realDonaldTrump The Sheila that played Hillary during the campaign was 45 years too young and far too good looking.,Australia,pos
330,@realDonaldTrump take a security briefing and stop watching tv,"Austin, TX",pos
331,RT @jdakwar: .@aasif's brilliant but wishful thinking! https://t.co/SKODtrck1Y,"Brooklyn, NY",neg
332,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!,CT,neg
