,0
264,RT @HouseCracka: You still cannot drink the water in Flint. Great waste of money Michigan! Who is forcing Michigan to pay for this n… 
265,"RT @jenstatsky: Cool how @realDonaldTrump wouldn't shut the fuck up about Dems saying ""radical Islam"" and now won't say ""radical white supr…"
266,"@realDonaldTrump TrumpleThinSkin, turn off the TV and get the help to read you a book...the Constitution...anything?"
267,@realDonaldTrump We ?? you
268,@comrade_taco @realDonaldTrump for the third week in a row
269,"RT @Vinquisition: Class, all the way around.  https://t.co/EB31Ed492W"
270,@realDonaldTrump @ABFalecbaldwin Hey Donald I found your little pecker ;-) https://t.co/7ppRkBaYN1
271,RT @TurboGrandma: .@realDonaldTrump Congratulations on your self-acceptance! https://t.co/j9dM0Qp8rv
272,"@realDonaldTrump WAH!
One might think I'd have Pwesidential Mattoos to attend to but I'm so unpresidential that I'm baited by Awec Bawdwin!!"
273,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
274,"RT @brunelldonald: Midnight prayers 4 the sick + shut in, homeless, unemployed, domestic violence victims, PE @realDonaldTrump + VPE… "
275,"@BrendaBeckworth @FoxNews @realDonaldTrump yeah... i guess, d mask of Hillary has been unmasked. glad to have @realDonaldTrump as president."
276,Merry Christmas to one and all and yes it is going to be a very special Christmas Thanks to @realDonaldTrump God Bl… https://t.co/F9K2OGZG50
277,I would follow you into battle anytime. https://t.co/0semQ3BtFk
278,@realDonaldTrump you're just mad that it was extremely accurate you stupid nonce
279,"@realDonaldTrump Be Sure and tell the Owner of Rexnord, to Go and Live in Mexico, with The Rest of 'The Mexican Mouse People.'"
280,@realDonaldTrump are you mentally retarded?
281,@realDonaldTrump shouldn't you think about adulthood soon? https://t.co/21wqn27HSA
282,"RT @jakefarnsworth: 1,825,768, thats how many votes @HillaryClinton beat @realDonaldTrump by in popular vote. &amp; still counting @HRC #DumpTr…"
283,@comrade_taco @realDonaldTrump for the third week in a row
284,"Judge Jeanine Pirro Opening Statement Today 12/03/16 , Trump vs Obama @FoxNews @realDonaldTrump @BarackObama @POTUS  https://t.co/tndv0wKrky"
285,RT @MarkDice: @realDonaldTrump Don't waste your time on those clowns Donald!  Watch my YouTube channel where I interview liberals.  Much mo…
286,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
287,"@brianstelter, why no one DEMANDING from conman @realDonaldTrump &amp; @IvankaTrump to bring back to the U.S their factories from abroad?"
288,@realDonaldTrump @EWDolan laughing my ass off!  Be presidential not a bitch!
289,".@realDonaldTrump instead of watching #SNL, don't you have another world leader to call that can anger other nations?"
290,@realDonaldTrump grow up &amp; quit having tantrums. You're a pathetic excuse for a president elect. ?
291,@realDonaldTrump LOSER. Maybe you should quit watching because every tweet of yours just adds to next week's SNL script!!
292,"How about a small business owners group there too, where most of the new jobs will come from &amp; where regs hit the h… https://t.co/sR30Gx1plQ"
293,And that's why he won the election. https://t.co/o0GQrmHGUW
294,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!
295,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
296,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…"
297,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
298,@ikebarinholtz @realDonaldTrump What is it about actors and comedians that make them want to embarrass themselves on social media?
299,"@realDonaldTrump 
You have NO CLASS! ""Fat Pig!""
(your words)
#alecbaldwin Nails your idiocy perfectly! #SNL ""is a b… https://t.co/VXU10ODknU"
300,@realDonaldTrump if you spoke out about hate crimes done in your name more than SNL maybe more Americans wouldn't think you're a bigot
301,"~@realDonaldTrump what the hell are you? Four years old? Seriously dude - grow the hell up, go to your damn briefings like an adult."
302,RT @_CillaW: Hahahahaha this is amazing. Yesssss https://t.co/CMeYlnlgqU
303,@realDonaldTrump You ain't seen nothing yet...
304,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!
305,@realDonaldTrump I gave up on SLN years ago.  They're a bunch of profane leftists. And it's not very funny or entertaining.
306,@Mentalist @realDonaldTrump And yet you still have to address him as Mr President...stings a little doesn't it??! ???
307,RT @56chichi56: @realDonaldTrump DID THE LITTLE BABY GET HIS FEELINGS HURT? ??????
308,"@realDonaldTrump You know you're just making it funnier, right?"
309,Pure fire on @RealDonaldTrump and I love (almost) every second of it. RESIST. https://t.co/5QeYwSWpRv
310,RT @ColMorrisDavis: Between @realDonaldTrump &amp; his picks they will have done most all of the things they made up about @HillaryClinton.  ht…
311,"@Andy_Dont_Tweet @realDonaldTrump I watch it now too, like I watch accidents as I pass them."
312,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
313,@PoznanInMyPants @realDonaldTrump Wait till they portray him as a pumpkin pie! ?
314,"RT @MAGA_1958: @realDonaldTrump If you live in Louisiana, please vote for John Kennedy for Senate next Saturday. We must not let the Democr…"
315,RT @JustSayn2000: How Barry will spend his Saturday nights after Donald Trump's Inauguration. https://t.co/17l1zOqRcl
316,"@realDonaldTrump Baldwin's impersonation is great, but SNL has been unwatchable and unfunny since '95. Time to be Cancelled. No 1 cares #SNL"
317,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…"
318,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
319,@603Decline @laurieinseattle @realDonaldTrump @SarahPalinUSA It is generally hard for politicians to teach entrepreneurs business &amp; economy.
320,"@realDonaldTrump If SNL hurt your feelings, China is going to crush your soul."
321,@JosWANTSTRUMP @cafedotcom @realDonaldTrump Guess you forgot Trump loves the uneducated. He wasn't talking about my group; it was yours ?
322,@realdonaldtrump you really don't have anything better to do? Just start preparing for your impeachment proceedings. It will be hilarious.
323,I thought @realDonaldTrump deleted his twitter account when HRC told him to https://t.co/pMs9hT4Igm
324,POTUS-elect @realDonaldTrump Yesteryear America was ALWAYS GREAT...THEN CAME THE INCOME TAX; IT MUST GO! https://t.co/UPuSEOEIqi
325,"@Crissypoo492 @realDonaldTrump ""Quit watching SNL"" is sound advice for anyone.  The show fucking blows lately."
326,RT @NaughtyTyler: @babycats29 @realDonaldTrump @OliveriDebra @1401bonniek ????I'm gonna keep on posting his doubled chin cuz he hates it! M…
327,RT @davelozo: .@realDonaldTrump also you are mad I voted seven times for Hillary Clinton
328,RT @ProgressOutlook: @realDonaldTrump I put more effort into ordering from McDonald's than you put into learning how to be the leader of th…
329,@realDonaldTrump The Sheila that played Hillary during the campaign was 45 years too young and far too good looking.
330,@realDonaldTrump take a security briefing and stop watching tv
331,RT @jdakwar: .@aasif's brilliant but wishful thinking! https://t.co/SKODtrck1Y
332,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!
333,RT @Greg_Palast: BREAKING: @DrJillStein to confront @realDonaldTrump at #Trump Tower in #NewYork at 10 AM on Monday to tell him to stop blo…
334,"PimpBillClinton: .realDonaldTrump you just got dunked on, fam https://t.co/zKFcOiqVCB https://t.co/zjExUsw6E4"
335,@Polys67 @givEmkeL @nfbrennan @realDonaldTrump fuck me this woman is stupid
336,RT @DeadCelebrities: @realDonaldTrump You are a pathetic loser. Good luck keeping all of your dumb-ass promises. Alec Baldwin perfectly cap…
337,"RT @MAGA_1958: @realDonaldTrump If you live in Louisiana, please vote for John Kennedy for Senate next Saturday. We must not let the Democr…"
338,God I hope so https://t.co/Rf4myft9PC
339,RT @HouseCracka: You still cannot drink the water in Flint. Great waste of money Michigan! Who is forcing Michigan to pay for this n… 
340,@realDonaldTrump awsome!
341,@AdamDannyDaniel @realDonaldTrump I reteweeted the symmetry with your tweet was accidental. https://t.co/zJzLB9IJxR
342,"@realDonaldTrump Dozens died in fire, 100's hate crimes, officer killed- and u tweeting hurt feelings via SNL? Please resign u POS. #Unfit"
343,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94"
344,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…"
345,@realDonaldTrump Maybe you can hire @HillaryClinton to be your foreign policy adviser.  At least she knows why this wasn't very optimal.
346,@realDonaldTrump I will be watching it for the next four years for sure!
347,"@realdonaldtrump @abfalecbaldwin If it weren’t for Mr. Baldwin, I wouldn’t know what Trump was tweeting about.
So, like, thanks for that…?"
348,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
349,@realDonaldTrump DIPSHIT PRESIDENT
350,@realDonaldTrump @EWDolan When so inarticulate &amp; lacking in wit it does make sense to have a wife for whom English is a second language.
351,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…"
352,"RT @DanScavino: '@DrJillStein'S Michigan Recount Could Cost Taxpayers $12 Million'

#PEOTUS @realDonaldTrump gains in Wisconsin.
https://t.…"
353,RT @jamiekilstein: I guess in order to distract @realDonaldTrump from starting any wars we just need to play SNL 24 hours a day.
354,@collinabullock @Sethrogen @realDonaldTrump he'll probably like it. Seems like his cup of tea.
355,RT @andrewkurtser: You do realize that Big Bend has approximately 118 miles along the Mexican border @realDonaldTrump You can't build a wal…
356,@realDonaldTrump Yet it gets under your skin as you still watch it week after week (while no time for those intel briefings). That's sad.
357,RT @atolley22: @ABFalecbaldwin @realDonaldTrump AB - your impression is the best!  Don't stop.  We need some laughter in our life these day…
358,"RT @mike_pence: Louisiana helped send @realDonaldTrump to the WH on Nov 8, but we still have one more race to win. On Dec 10, let's… "
359,@realDonaldTrump it's you. Dead on
360,@realDonaldTrump go to bed
361,"Spelling mistake at start of campaign @realDonaldTrump was too embarrassed to fix explains all.

Was meant to be ""Make America Grate Again"""
362,RT @bchance33: ENOUGH #TRUMPLEAKS #GrabYourWallet CORRUPT @realDonaldTrump https://t.co/89I7KmsbMn
363,RT @LouDobbs: End of Outsourcing: @realDonaldTrump Targets Second Indiana Co. plan to go Mexico  https://t.co/p3Z375R6wo via @WSJ #MAGA #Am…
364,RT @CounterJihadUS: Muslim Brotherhood Is a Terrorist Organization. Congress &amp; incoming President @realDonaldTrump must designate them… 
365,RT @kbari12: @realDonaldTrump @mike_pence @GenFlynn @GenMattisKCHS16 Why would Obama ALLOW terror training camps?? #TrumpFirsts… 
366,iconic https://t.co/Ygkbq9KBmQ
367,"@realDonaldTrump Your just not funny, SO WHAT DO YOU EXPECT???????"
368,"RT @DanScavino: '@DrJillStein'S Michigan Recount Could Cost Taxpayers $12 Million'

#PEOTUS @realDonaldTrump gains in Wisconsin.
https://t.…"
369,RT @JonBershad: @realDonaldTrump Just tried watching news about our ruined relationship with China. Unwatchable! SNL is way better than you…
370,@jadenmarie @mrp @AlecBaldwin @nbcsnl Not as hard as @realDonaldTrump
371,@realDonaldTrump Your impersonation of a president is worse. Not believable at all!
372,@realDonaldTrump I could only imagine if you drank...
373,RT @AprilLaJune: What are you saying? @realDonaldTrump cant take a break for once? My God! #Obama played so much golf it was patheti… 
374,@realDonaldTrump Funny how I read this tween in Baldwin's voice https://t.co/BooCVSzrFR
375,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
376,"@BobHagh @realDonaldTrump 
Says an imbecile like you with delusions of adequacy."
377,"@KellyMatthewsTO YouTube searches for ""SNL 12/3 Baldwin"" just skyrocketed. Thanks @realDonaldTrump, now everyone wi… https://t.co/18LxWVxgZl"
378,@realDonaldTrump It is hilariously/sadly accurate.
379,Awesome Pic https://t.co/0UBwKR2qv6
380,"@realDonaldTrump The first "" Jaws "" one was kinda funny, but @AlecBaldwin has gotten worse every week since, I'm not amused anymore. #SNL"
381,This trolling is the finest trolling. https://t.co/XSyX9uUwL1
382,"RT @VoteTrumpPics: “This campaign proves that the old rules no longer apply, that anything we want for our country is now possible.” -… "
383,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
384,"RT @funder: Where was #TRUMPLEAKS BEFORE the elections? 

We started in August &amp; distributed to 4,000 members of MSM-a ton was… "
385,@ABFalecbaldwin @realDonaldTrump Excellent response! Love it!
386,RT @FoxNews: .@brunelldonald: [@realDonaldTrump] and [@mike_pence] ran on a campaign of bringing Americans together...and that i… 
387,RT @GayRainey1: @TimeforTruth16 @realDonaldTrump Obama has been lame for 8 years. We are excited to have a leader that cares for the countr…
388,@realDonaldTrump Oh grow up.  And grow a pair.
389,RT @_CillaW: If only @realDonaldTrump used half of the time he spent complaining about @SNLUpdate to address racist/sexist acts… 
390,"RT @GregAbbott_TX: McCaul would be great at Homeland Security. He knows border challenges, the threat of cartels &amp; terrorists, &amp; strat… "
391,@realDonaldTrump go to bed grandpa!
392,@DrJillStein I find this entertaining. Carry on. :) @realDonaldTrump
