,0,1,2
218,@pleaseriseup816 @mcuban @HillaryClinton I had a great relationship with yours!,"Golden, CO",pos
219,"RT @FoxNews: .@realDonaldTrump: ""@HillaryClinton wants to be America's Angela Merkel."" h",Ohio,neu
220,RT @NRA: #ICYMI: @HillaryClintontrails #NRA in approval ratings by more than 10 points. Freedom has that effect... ,"Point Enterprise, TX",pos
221,@TeddyDavisCNN @jmartNYT @HillaryClinton media will not challenge him he lies daily and nobody cares,Santa Monica Ca,neg
222,RT @NRO: .@HillaryClinton now saying Colin Powell is to blame for her e-mail problems: s ,midlands per 1 newsman,neg
223,@FoxNews @realDonaldTrump @HillaryClinton Absolutely True! Republicans have contributed more to the advancement of AA than Democrats have,Nigeria,pos
224,RT @JohnDalyBooks: Colin Powell advised against that. #BlameColinPowell ht1m65NRln,"California, USA",neg
225,The one thing I can thank @HillaryClinton for is pulling her ads in CO. She actually thinks she has this state locked up. That means fraud.,Conservative Colorado,neg
226,@HillaryClinton EGO. She would run for an office she knows she is medically unfit to perform. NO SITTING AT DEBATE!! ,"Las Vegas, NV",neg
227,"RT @Johnatsrs1949:  @HillaryClinton ""Champion For Women""

Except For This RAPED 12 Year Old Girl

Scumbag For President? No Thanks.
. http","Texas, USA-Ohio USA",neg
228,"@NRO @laurapcd1 @HillaryClinton will say anything! Fun fact he did not keep a private server, erase emails, miss handle classified emails",California,pos
229,That's exactly our mindset when it comes to you @HillaryClinton ,Your dad's asshole,neg
230,RT @abettertattoo: @beachluv_r @Dragonsnestling @GinoTheBeagle @seanhannity @HillaryClinton I'll drink to that ,Surprise .Arizona,neu
231,@ksufanatic @HillaryClinton Hillary Clinton Did NOT Follow Colin Powell's Advice on Her Email Server  hhy,TEXAS,neu
232,@jaymeswinn @ReutersPolitics @HillaryClinton do you know how many minorities end up in jail for lying? How many end up in prison for lying?,USA,neg
233,"@HillaryClinton Statement on the Passing of #PramukhSwamiMaharaj
pxAF4y ",Glasgow,neu
234,"RT @FoxNews: .@realDonaldTrump: ""No group in America has been more harmed by @HillaryClinton's policies than African Americans."" .","Retired Educator, BS, MA, CNC",neu
235,"RT @FoxNews: .@realDonaldTrump: ""No group in America has been more harmed by @HillaryClinton's policies than African Americans."" .","Owens Cross Roads, Al",neu
236,@marsialynn86 @seanhannity @HillaryClinton @realDonaldTrump Really. Only Presidential Candidate not to release them. ,"S.F Bay Area, CA.",neg
237,Nice try Hillary douchebag....... ,Brooklyn ny,pos
238,"@stylistkavin Hi Kavin, Enjoy my Parody of ""Popular"" supporting @HillaryClinton Hillary Parody Video Song ",USA,neu
239,@HillaryClinton nice try to try and steal #sanders campaign. You're nothing but a phony. #dontvote and start a revolution,"Colorado, USA",neg
240,"RT @juliangwan: .@HillaryClinton @billclinton I made this Happy Birthday video for you Bill!
  

ttKLGRMBQf","New Mexico, USA",neg
241,And where were @HillaryClinton and @BarackObama - resting and playing golf ,"North Carolina, USA",neu
242,"RT @Southern1337: @HillaryClinton is being told by her top advisors ""Girl you better start tweeting like you know whats going on. ","Georgia, USA",pos
243,RT @creynoldsnc: They got a lot wrong. tnPEAt2l72,Philadelphia  Harrisburg ,neg
244,@HillaryClinton happy birthday @billclinton ,Texas yall ,pos
245,RT @ali: So crass: @HillaryClinton is running ads attacking @realDonaldTrump in Louisiana while he's handing out supplies. Tone deaf. #Loui,Earth,neg
246,"RT @mplay0000: @RedNationRising @LodiSilverado 
@HillaryClinton cant handle STEPS 
She is Sleeping now 4 2 Days 2 recover 
HOW SICK https:/",somewhere on earth,neg
247,"RT @FoxNews: .@realDonaldTrump: ""No group in America has been more harmed by @HillaryClinton's policies than African Americans."" .",United States,neu
248,@HillaryClinton I've been suggesting this for quite some time.  They both wear those ugly outfits! ,United States,neg
249,"RT @USAneedsTRUMP: @HillaryClinton @mattzap donating to your own foundation to avoid paying taxes, doesnt get any lower than that! https://",United States,neg
250,RT @GPShelbyCounty: @paleblueeyes24 @Mozi_N @HillaryClinton NE1 who can win the electoral college is a viable candidate.  That's 4 peeps.,City of Angels,pos
251,"RT @scrowder: We get it, @HillaryClinton. Colin Powell is just the latest in the blame game. t","Florida, USA",neg
252,"#ClintonCash the plot thickens  sWgY87l2h1 
hjZoyBqSRK","Washington, DC",neg
253,"RT @FoxNews: .@realDonaldTrump: ""@HillaryClinton wants to be America's Angela Merkel."" h",United States,neu
254,But my white nationalist buddies have a much better plan. ,Madison WI,neg
255,Do we really want another Muzzie in our WH? with @HillaryClinton that is part of the package vote @realDonaldTrump h5gTS04v,Georgia/Florida  ,neu
256,@FoxNews @HillaryClinton @ClintonFdn how do we know they won't ex ept foreign money or corporate donations,USA ,neg
257,RT @Bros4Hillary: When does @MSNBC play live video of @HillaryClinton rallies? Stop giving the Trump more airtime.,"Oklahoma City, OK",pos
258,"@HillaryClinton Instead of ignoring the disaster taking place in Louisiana, it's time to get up and act.
#WheresHillary","Homerville, GA",neg
259,"RT @notalemming: 40,000 Americans displaced from the #LouisianaFlood &amp; what's @HillaryClinton's answer? 

60,000 more Syrian Refugees https","Georgia, USA",neu
260,RT @JohnDalyBooks: Colin Powell advised against that. #BlameColinPowell ht1m65NRln,"Florida, USA",neg
261,RT @Asolution4USA: @teamcombover16  please take our poll and retweet!,"Washington, DC",neg
262,"@0xc0ffea @GreenPeaches2 @kreed_wilkinson @HillaryClinton @POTUS @realDonaldTrump isn't he still president? Oh okay, it doesn't matter then.",Heavanian,neg
263,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",NYSC ,neu
264,RT @amanbatheja: Texas = 1/5 of Trump's electoral votes  s3aB0B8X,Southern California,neg
265,@HillaryClinton @realDonaldTrump  Trumpy your potato face is the only face on tv that has outsourced anything...poor ppl follown u.?.,1st gen/Spanish/USA,neg
266,"RT @dookievision: He just makes shit up! And I'll put chocolate milk in the water fountains , if I'm your 6th grade President.  ",Earth    ,neg
267,"Has anyone told @realDonaldTrump that @HillaryClinton has never been in position to set policies, only to cast  vote #ImWithHer #NeverTrump","Chicago, Los Angeles, Atlanta, Phoenix ",neu
268,Colin Powell told @HillaryClinton that Russian reset was a good idea.  #BlameColinPowell,"Greenwich, CT",pos
269,"RT @FoxNews: .@realDonaldTrump: ""@HillaryClinton wants to be America's Angela Merkel."" h",United kingdom,neu
270,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer","Idaho, USA",neu
271,RT @KellyRiddell: This is a truth bomb. Keep em coming txAg,"Highlands Ranch, CO",neg
272,RT @RobertRickly: #Louisiana &amp; #California could really use that $6 billion that @HillaryClinton lost while @StateDept Secretary.,"Michigan, USA",neg
273,@KavaRob @FoxNews @realDonaldTrump @HillaryClinton So you're saying Dimondale is racist and black people aren't welcome there?,"Texas, USA",neg
274,@seenagoddess @HillaryClinton @politico Colin Powell slams Hillary Clinton 'Quit telling lies about me'   ,TEXAS,neg
275,Let's see @realDonaldTrump &amp; @HillaryClinton walk up/down a staircase without the use of a railing for support. #SimpleTest #WhoIsUnfit,USA,pos
276,"@FoxNews @HillaryClinton @realDonaldTrump Counting on you men, women stupidly voting for women bc @Clinton is a woman. Fine BUT Wrong Woman","Florida, USA",neg
277,@HillaryClinton  RELEASE YOUR MEDICAL RECORDS!!!,Jus' setting here,neu
278,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",Stoke on Trent ,neu
279,RT @Rltechorg: Hrin Hein  I am a Santa Barbara  Crazy  Lady  @HillaryClinton  You Worng  My Name is @realDonaldTrump pf,Paris France,neu
280,RT @drewskiram: So the line is cut at Sec. Of state. Good to know. p,"Naperville, IL",neg
281,@MariaBonanno9 @rosenbergerlm @HillaryClinton @WSJ you're just jealous,somewhere,neg
282,"RT @USAneedsTRUMP: @HillaryClinton @mattzap donating to your own foundation to avoid paying taxes, doesnt get any lower than that! https://","Winter Park, FL",neg
283,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",Democrats Free America,neu
284,"RT @notalemming: 40,000 Americans displaced from the #LouisianaFlood &amp; what's @HillaryClinton's answer? 

60,000 more Syrian Refugees https",United States,neu
285,"RT @8richard6: @HillaryClinton How much money did the Clinon Foundation give to her loyal voters in New Orleans after Katrina. ""answer""  Ze","Federal Way, WA",pos
286,@newtimesahead @HillaryClinton  EXACTLY! ,United States,neu
287,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer","New Hampshire, USA",neu
288,Stupid is not talking  to me. And my vote will be for  @HillaryClinton ,"Cheverly, MD",neg
289,"RT @HillaryforPA: From good-paying jobs to college debt relief, @HillaryClinton has a plan to lift up Millennials. sFecOA","Manhattan, NY",pos
290,@scrowder @wendyvoss @HillaryClinton she will blame us if she does colossal mistakes,Michigan,neg
291,"RT @OpenTheDebates: One person's ""viable"" is another's #unelectablebigot despite billions in free media. 
#LetJillDebate #LetGaryDebate htt",LAKE ORION MICHIGAN,neg
292,"With all due respect, voting 3rd party is like pissin' in the wind.
#futileattempt ",Gypsy,neg
293,"I go on Record now,
Crooked @HillaryClinton
Gonna Skip the Debates
Use any Excuse Necessary
@julieblue917 CC'd @LodiSilverado","Las Vegas, NV",pos
294,"RT @bfraser747: 1st Amendment 

@realDonaldTrump is far stronger than @HillaryClinton Dems want to give away control internet #MAGA https:","ft lauderdale, florida",pos
295,@donnabrazile @HillaryClinton  please keep attacking him. Do not let him put u on defense. Hit him hard hcYma,"Ohio, USA",neg
296,RT @MomModeratemom4: @HillaryClinton ...Georgia on my mind....#BlueWave coming to Georgia... t6y3,USA,neu
297,"RT @morabitolee6: #BlameColinPowell @HillaryClinton well this certainly backfired on you HRC!!!!
thank you for more votes for TRUMP.. https","Iowa, USA",pos
298,@FoxNews @realDonaldTrump @HillaryClinton so now he just insulted a world leader who if president he would have to work with?,Santa Monica Ca,neg
299,RT @RepublicanChick: @POTUS is golfing this weekend.  @HillaryClinton is taking the weekend off.  Trump/Pence just landed in Louisiana to,"Merritt Island, FL",neu
300,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",Greentown pa,neu
301,"""Balls can, and will, defeat ISIS""
@realDonaldTrump @HillaryClinton 
#NotSarcasm #NotMetaphorical  sY3LIV7",Underneath It All,neg
302,"RT @USAneedsTRUMP: @HillaryClinton @mattzap donating to your own foundation to avoid paying taxes, doesnt get any lower than that! https://",United States,neg
303,"RT @scrowder: We get it, @HillaryClinton. Colin Powell is just the latest in the blame game. t",Springfield Ohio,neg
304,@ksufanatic @HillaryClinton Colin Powell slams Hillary Clinton 'Quit telling lies about me'          ,TEXAS,neg
305,"RT @zachhaller: How @HillaryClinton &amp; her top aides lead by example:
By skipping *required ethics trainings*
pIuZLEUalg https:",Arizona,pos
306,@HillaryClinton @billclinton Happy Birthday!,New York City,neg
307,RT @CorrectRecord: .@PolitiFact rated the claim that @HillaryClinton is for open borders as False.  #TrumpLies,Jersey Girl,neu
308,RT @MaryForbes14: They will just funnel foreign money through domestic surrogates. That's how their racketeering works. t8twFn,Dallastx,neg
309,RT @AlwayanAmerican: Do we really want another Muzzie in our WH? with @HillaryClinton that is part of the package vote @realDonaldTrump htt,U.S.A. ,neu
310,@IsaacSpaceman @amywatts Want to know how small the universe is? This happened today: se,"Philadelphia, Pa.",neg
311,"@CNNSitRoom @HillaryClinton
In Black Communities Will Become nothing more than SPERM DUMPSTERS. Because? No Man Is Going to tolerate it
Nope",Hackensack NJ,neg
312,"RT @jimgeraghty: Relax, everyone, @HillaryClinton made a phone call about Louisiana. s2urcChCi ",Just 1 Super Bowl before I die,neu
313,"RT @FoxNews: .@realDonaldTrump: ""No group in America has been more harmed by @HillaryClinton's policies than African Americans."" .","Mechanicsburg, PA",neu
314,RT @maryam82584: @ElizbethLManess @HillaryClinton @gentlemanirish @KnucklDraginSam @jokesonus4sure lol so true so true lol ,"Las Vegas, NV",neg
315,@FoxNews @realDonaldTrump @HillaryClinton where's the proof mr. Trump,Santa Monica Ca,neu
316,When your Grandkid is 20 but you ain't seen it since it was a baby take the present anyway. t,Krishnamurti ,neg
317,"RT @TheLastRefuge2: Hint: She's running for President.  [@HillaryClinton ]
And don't worry, no-one else can find her either. ",The Old Dominion,pos
318,RT @urwkinrevolt: @ABC Ten bucks says if @HillaryClinton becomes @POTUS she won't keep any promises. #corrupted #voteforJill ,#Rochester_New_York ,neu
319,Trying to justify Clinton entitlement behavior. Buck NEVER stops with @HillaryClinton.  h3W4jFZbdH,"Memphis, TN",neg
320,RT @vicreyesep: BREAKING: All Pueblo Council of Governors join Ten Southern Pueblos Council &amp;10 Navajo Chapters to endorse @HillaryClinton,LA ,neg
321,"RT @Gianluca_1970: Trust me, I had not sent classified 
material nor received anything marked classified @HillaryClinton 
#MAGA #Trump
http","Washington, DC",neg
322,"RT @bfraser747:  LOUISIANA 
Why can't @HillaryClinton take some of that #ClintonCrimeFoundation money &amp; send some help to Louisiana https:","Branson, MO",pos
323,@keprdad GOP r stuck on email Ppl want to hear how u are going to make this country better @RhonUSA @HillaryClinton @MicahGrimes,United States ,neg
324,"RT @scrowder: We get it, @HillaryClinton. Colin Powell is just the latest in the blame game. t",United States,neg
